合并站名,站组ID,原始分站名,站点ID,经度,纬度
锦绣香江,锦绣香江#1,锦绣香江(西行),BV09062269,113.337777,23.004872
锦绣香江,锦绣香江#1,锦绣香江(东行),BV09062268,113.337946,23.00466
锦绣香江,锦绣香江#2,锦绣香江,BV09244922,113.771751,23.562936
锦绣香江北门,锦绣香江北门,锦绣香江北门站,BV09243520,113.331508,23.001179
锦龙站,锦龙,锦龙站,BV09001095,113.233482,22.956265
镇东村,镇东村,镇东村站,BV11388325,113.430798,23.430764
镇中路,镇中路,镇中路,BV10251628,113.079185,23.005902
镇标站,镇标,镇标站,BV10018384,113.452154,22.890124
镇泰东门,镇泰东门,镇泰东门,BV09246212,113.539847,23.562418
镇泰厂站,镇泰厂,镇泰厂站,BV10641082,113.328295,22.835068
镇泰小学,镇泰小学,镇泰小学,BV10024225,113.655308,23.225097
镇泰工业城,镇泰工业城,镇泰工业城,BV10017880,113.533321,23.568056
镇龙一中,镇龙一中,镇龙一中站,BV11573870,113.560246,23.280773
镇龙医院,镇龙医院,镇龙医院站,BV11573876,113.56563,23.281407
镇龙墟,镇龙墟,镇龙墟站,BV11573887,113.573962,23.280672
镇龙新总站,镇龙新总,镇龙新总站,BV10522240,113.574995,23.283342
镇龙水厂,镇龙水厂,镇龙水厂,BV10022149,113.57444,23.277296
镇龙西地铁站(A出口),镇龙西地铁站(A出口),镇龙西地铁站(A出口),BV09252826,113.567359,23.281082
镇龙西地铁站(D出口),镇龙西地铁站(D出口),镇龙西地铁站(D出口),BV09252828,113.567428,23.281229
镇龙邮局,镇龙邮局,镇龙邮局,BV10018224,113.572262,23.279599
镜湖工业区总站,镜湖工业区总,镜湖工业区总站,BV10704948,113.25064,23.350093
长七,长七,长七,BV11649492,113.774294,23.834664
长丰苑,长丰苑,长丰苑,BV10253904,113.2634,22.860969
长兴路东,长兴路东,长兴路东,BV11689184,113.355594,23.170073
长兴路口,长兴路口,长兴路口,BV10807934,113.340141,23.172235
长兴路口,长兴路口,长兴路口(西行),BV09400278,113.34043,23.172168
长兴路口,长兴路口,长兴路口(东行),BV09400271,113.340141,23.172235
长坦总站,长坦总,长坦总站,BV10020088,113.427076,22.926474
长坦村口,长坦村口,长坦村口,BV10020089,113.426185,22.931653
长城大厦,长城大厦,长城大厦,BV10021716,113.298508,23.1227
长堤(民间金融街),长堤(民间金融街),长堤,BV11688501,113.255891,23.114386
长堤(民间金融街),长堤(民间金融街),长堤(民间金融街),BV10405655,113.255891,23.114386
长堤中路,长堤中路,长堤中路,BV10582349,113.36101,22.934838
长塘路口,长塘路口#1,长塘路口,BV10808746,113.910077,23.775508
长塘路口,长塘路口#2,长塘路口,BV11399883,113.432708,23.669958
长大公司,长大公司,长大公司,BV10019350,113.427732,23.449864
长安,长安,长安,BV11573871,113.434406,23.190905
长安北站,长安北,长安北站,BV10263645,113.788203,22.802629
长安商贸城公交站,长安商贸城公交,长安商贸城公交站,BV11504686,113.7911,22.801817
长安村口,长安村口,长安村口,BV10015242,113.436903,23.185183
长安社,长安社,长安社,BV11198734,113.704049,23.584923
长安社区,长安社区,长安社区,BV11654744,113.216237,23.133388
长安霄边派出所公交站,长安霄边派出所公交,长安霄边派出所公交站,BV11504687,113.815253,22.802652
长寿西康王路口,长寿西康王路口,长寿西康王路口,BV10016185,113.240428,23.120453
长山埗,长山埗,长山埗,BV11152727,113.763152,23.679436
长岗,长岗#1,长岗,BV11690340,113.250765,23.328105
长岗,长岗#2,长岗,BV09313068,113.213308,23.439692
长岗中学,长岗中学,长岗中学,BV09003434,113.211253,23.429221
长岗小学,长岗小学,长岗小学,BV10016218,113.596573,23.153406
长岗村委,长岗村委,长岗村委站,BV11327287,113.597888,23.150041
长岗村总站,长岗村总,长岗村总站,BV10018300,113.249875,23.326959
长岗路口,长岗路口,长岗路口,BV11634514,113.21754,23.439695
长岭国家健身登山步道入口(坳背路口),长岭国家健身登山步道入口(坳背路口),长岭国家健身登山步道入口(坳背路口),BV09389724,113.45943,23.216612
长岭居小学,长岭居小学,长岭居小学,BV11688335,113.498246,23.218226
长岭居小学,长岭居小学,长岭居小学(停东行),BV09332877,113.498478,23.218354
长岭居小学,长岭居小学,长岭居小学(停西行),BV09332878,113.498165,23.21834
长岭总站,长岭总,长岭总站,BV11359632,113.40838,23.721348
长岭村,长岭村,长岭村,BV11119657,113.74839,23.435438
长岭路,长岭路,长岭路,BV11461055,113.519844,23.215558
长岭路总站(贤江西),长岭路总站(贤江西),长岭路总站(贤江西),BV11596688,113.516694,23.212457
长布村,长布村,长布村,BV11377446,113.703157,23.375961
长平村,长平村,长平村站,BV11086409,113.480994,23.213983
长平村总站,长平村总,长平村总站,BV10018183,113.48269,23.213086
长平路口,长平路口,长平路口,BV11486248,113.478546,23.211969
长庚村,长庚村,长庚村站,BV09408442,113.524454,23.325593
长新路口,长新路口,长新路口,BV11482319,113.355139,23.299015
长棠路口站,长棠路口,长棠路口站,BV09050667,113.529082,23.344651
长江庄,长江庄,长江庄,BV10579524,113.566904,23.592461
长江数码花园,长江数码花园#1,长江数码花园站,BV10641084,113.337381,22.835256
长江数码花园,长江数码花园#2,长江数码花园,BV11687841,113.302073,22.974076
长江路口,长江路口#1,长江路口,BV11597695,113.408711,23.074396
长江路口,长江路口#2,长江路口,BV10948419,113.23953,23.028519
长江路总站,长江路总,长江路总站,BV10021951,113.408986,23.070349
长沙卫生站,长沙卫生,长沙卫生站,BV11333206,113.411291,23.394642
长沙埔村委站,长沙埔村委,长沙埔村委站,BV10018783,113.404387,23.393607
长沙埗长荔街口,长沙埗长荔街口,长沙埗长荔街口,BV09298088,113.415114,23.396376
长沙路口,长沙路口,长沙路口,BV10020093,113.422126,22.955748
长洲,长洲#1,长洲,BV09225604,113.422748,23.07815
长洲,长洲#2,长洲,BV10262691,113.621951,23.014705
长洲岛小学,长洲岛小学,长洲岛小学,BV09254010,113.424879,23.080341
长洲码头,长洲码头,长洲码头,BV10599113,113.427598,23.090077
长洲码头总站,长洲码头总,长洲码头总站,BV10018078,113.427749,23.087192
长洲街办,长洲街办,长洲街办,BV10018084,113.414202,23.076218
长洲路口,长洲路口,长洲路口,BV10018079,113.42635,23.086212
长流村委,长流村委,长流村委,BV11018296,113.771841,23.836151
长湴中路,长湴中路,长湴中路,BV09069504,113.347049,23.169639
长湴北街,长湴北街,长湴北街,BV10018991,113.291806,23.262505
长湴工业一路,长湴工业一路,长湴工业一路,BV10022756,113.292389,23.263622
长湴工业街,长湴工业街,长湴工业街,BV11643920,113.288084,23.262053
长湴工业街口,长湴工业街口,长湴工业街口,BV10943430,113.294731,23.26433
长湴市场,长湴市场#1,长湴市场,BV09269031,113.347758,23.1703
长湴市场,长湴市场#2,长湴市场,BV09308767,113.291983,23.261592
长湴街,长湴街,长湴街,BV10022755,113.290914,23.260397
长源路,长源路,长源路,BV09069501,113.341132,23.170681
长盛路中,长盛路中,长盛路中,BV10253170,113.077569,23.170493
长盛路北,长盛路北,长盛路北,BV11371479,113.075266,23.176162
长盛路南,长盛路南,长盛路南,BV11371461,113.084474,23.162456
长盛路口,长盛路口,长盛路口,BV11371470,113.074066,23.178797
长福路,长福路,长福路,BV09400272,113.339025,23.169991
长福路东,长福路东,长福路东,BV11519161,113.343053,23.168605
长福路中,长福路中,长福路中,BV10022025,113.34101,23.168458
长福路口站,长福路口,长福路口站,BV09410292,113.337389,23.171477
长福路总站,长福路总,长福路总站1号分站,BV09396151,113.338093,23.170442
长福路总站,长福路总,长福路总站2号分站,BV09396152,113.337763,23.170836
长福路总站,长福路总,长福路总站,BV10017626,113.338818,23.170077
长红,长红,长红,BV11690754,113.288827,23.26761
长红广场,长红广场,长红广场,BV11565351,113.291761,23.26442
长红村总站(长湴街口),长红村总站(长湴街口),长红村总站(长湴街口),BV11621887,113.290602,23.260036
长红西路,长红西路,长红西路,BV10022583,113.288832,23.264551
长腰岭,长腰岭,长腰岭,BV09142973,113.422707,23.386945
长腰岭(白云裘皮交易中心),长腰岭(白云裘皮交易中心),长腰岭(白云裘皮交易中心),BV10013952,113.428408,23.387216
长腰岭永安街口,长腰岭永安街口,长腰岭永安街口,BV09183021,113.414649,23.385828
长莫村委站,长莫村委,长莫村委站,BV10015035,113.469867,22.838622
长虹岭工业园,长虹岭工业园,长虹岭工业园,BV10252247,113.041667,23.134059
长贝二路(恒兆广场)总站,长贝二路(恒兆广场)总,长贝二路(恒兆广场)总站,BV09368635,113.485568,23.203649
长贤路,长贤路#1,长贤路站,BV11674524,113.487137,23.20874
长贤路,长贤路#2,长贤路站,BV11488679,113.497097,23.21295
长贤路东,长贤路东,长贤路东,BV11602624,113.499785,23.212838
长钟路南,长钟路南,长钟路南站,BV09265071,113.40146,23.387526
长隆旅游度假区总站,长隆旅游度假区总,长隆旅游度假区总站,BV10021917,113.305905,23.014142
长隆熊猫酒店,长隆熊猫酒店,长隆熊猫酒店,BV11184451,113.325332,23.00831
长隆酒店,长隆酒店,长隆酒店,BV11184450,113.322932,23.004878
长隆野生动物园站,长隆野生动物园,长隆野生动物园站,BV09201160,113.304723,23.013541
长鹿农庄(龙洲路),长鹿农庄(龙洲路),长鹿农庄(龙洲路),BV10254903,113.27938,22.884738
长龙村,长龙村,长龙村,BV10847167,113.469441,23.208075
长龙村西,长龙村西,长龙村西,BV11486245,113.4648,23.205776
门口岗总站,门口岗总,门口岗总站,BV10601258,113.277936,23.080611
阅江中路,阅江中路,阅江中路站,BV10022808,113.351724,23.106845
阅江中路东站,阅江中路东,阅江中路东站,BV10024445,113.366752,23.106726
阅江西路东,阅江西路东,阅江西路东站,BV10022810,113.344996,23.107787
阅江西路中,阅江西路中,阅江西路中站,BV10022811,113.339043,23.108979
阅江西路西,阅江西路西,阅江西路西站,BV10022467,113.330361,23.110073
阅江路总站(珠江啤酒厂),阅江路总站(珠江啤酒厂),阅江路总站(珠江啤酒厂),BV09308787,113.338236,23.105974
阅江路总站(珠江啤酒厂),阅江路总站(珠江啤酒厂),阅江路总站,BV10022468,113.338236,23.105974
防疫站,防疫,防疫站,BV10580171,113.21225,23.397183
阳光南路,阳光南路,阳光南路,BV09056918,113.16018,23.462687
阳光城(丽景湾)站,阳光城(丽景湾),阳光城(丽景湾)站,BV09156608,113.539502,22.819277
阳光城(澜悦)站,阳光城(澜悦),阳光城(澜悦)站,BV11605445,113.537753,22.815156
阳光城丽景湾站,阳光城丽景湾,阳光城丽景湾站,BV11482355,113.542262,22.823682
阳光城市广场站,阳光城市广场,阳光城市广场站,BV10014938,113.394663,22.797644
阳光城站,阳光城,阳光城站,BV09312727,113.539576,22.819913
阳光家园,阳光家园,阳光家园,BV10020831,113.821865,23.309084
阳光路口(金狮大道),阳光路口(金狮大道),阳光路口(金狮大道),BV10700886,113.162089,23.468623
阳光路口(金狮大道),阳光路口(金狮大道),阳光路口站,BV11306577,113.162089,23.468623
阳升村总站,阳升村总,阳升村总站,BV11431442,113.310539,23.478083
阳升路口,阳升路口,阳升路口,BV11431440,113.320525,23.47452
阿里巴巴大厦,阿里巴巴大厦,阿里巴巴大厦,BV11524290,113.341832,23.108179
阿里巴巴菜鸟园,阿里巴巴菜鸟园,阿里巴巴菜鸟园,BV09239834,113.658193,23.191754
陂下(光辉村),陂下(光辉村),陂下,BV11624284,113.563033,23.616293
陂下(光辉村),陂下(光辉村),陂下(光辉村),BV09236191,113.563021,23.616438
陆仕水产总站,陆仕水产总,陆仕水产总站,BV11622853,113.142655,23.319617
陆宅一队,陆宅一队,陆宅一队,BV11398031,113.516624,23.423858
陆村,陆村,陆村,BV10020749,113.841587,23.256211
陆祖庙,陆祖庙,陆祖庙,BV11315591,113.242356,23.241407
陈塘社,陈塘社,陈塘社,BV10022144,113.583545,23.263647
陈太路(军民路口),陈太路(军民路口),陈太路(军民路口),BV09183845,113.341087,23.284001
陈家林,陈家林,陈家林,BV11521972,113.556633,23.133469
陈家林路南,陈家林路南,陈家林路南,BV09341345,113.557145,23.147699
陈家祠,陈家祠,陈家祠,BV11596161,113.240188,23.128429
陈家祠,陈家祠,陈家祠2,BV09195327,113.240028,23.128294
陈家祠,陈家祠,陈家祠(停东行),BV09177117,113.238261,23.128263
陈家祠,陈家祠,陈家祠(停西行),BV09177116,113.240188,23.128429
陈家祠,陈家祠,陈家祠1,BV09271075,113.238261,23.128263
陈家祠总站(中山七路),陈家祠总站(中山七路),陈家祠总站(中山七路),BV10017981,113.241409,23.128692
陈屋,陈屋,陈屋,BV11636147,113.733947,23.371012
陈庄,陈庄,陈庄,BV11482394,113.501161,23.507235
陈戴巷,陈戴巷,陈戴巷,BV10023438,113.467206,22.96634
陈洞村,陈洞村,陈洞村,BV10018912,113.446553,23.330137
陈洞村总站,陈洞村总,陈洞村总站,BV10388106,113.446016,23.330698
陈洞村龙田庄,陈洞村龙田庄,陈洞村龙田庄,BV09134714,113.437789,23.331542
陈洞枝峰街口,陈洞枝峰街口,陈洞枝峰街口,BV11182890,113.43194,23.332116
陈涌,陈涌,陈涌,BV11459794,113.368239,22.920477
陈涌市场,陈涌市场,陈涌市场,BV09316437,113.363911,22.921307
陈田村,陈田村,陈田村,BV11688417,113.284239,23.211285
陈田村,陈田村,陈田村1,BV09163011,113.284337,23.211513
陈田村,陈田村,陈田村2,BV09163012,113.284337,23.211513
陈边村,陈边村,陈边村,BV10014324,113.36501,23.018183
陵园西路,陵园西路,陵园西路,BV10022273,113.277916,23.133542
陵岗,陵岗,陵岗,BV10258769,113.434771,22.530749
陶都站,陶都,陶都站,BV10251414,113.07541,23.007132
隔塘大街,隔塘大街,隔塘大街,BV10017991,113.230789,23.134003
隔山村,隔山村,隔山村,BV09225747,113.643967,23.36106
隔岸,隔岸,隔岸,BV10256258,113.164835,23.12526
障岗村,障岗村,障岗村,BV10018914,113.410441,23.371993
隧南路,隧南路,隧南路,BV09235563,113.533815,23.170821
隧南路西,隧南路西,隧南路西,BV09235567,113.530019,23.167938
雁塔大桥东,雁塔大桥东,雁塔大桥东,CL100008,113.827996,23.270566
雁沙村站,雁沙村,雁沙村站,BV10014919,113.38143,22.858018
雁洲村,雁洲村,雁洲村,BV10023020,113.411579,22.926831
雁洲村总站,雁洲村总,雁洲村总站,BV11561860,113.41162,22.927059
雁洲路口,雁洲路口,雁洲路口,BV11689912,113.407303,22.937639
雄丰村,雄丰村,雄丰村,BV10674438,113.17216,23.340579
雄丰街口,雄丰街口,雄丰街口,BV10389076,113.177,23.335036
雄丰路口,雄丰路口,雄丰路口,BV11688084,113.179622,23.337648
雄峰商城(105国道),雄峰商城(105国道),雄峰商城(105国道),BV10023079,113.29604,22.97353
雄峰商城(105国道),雄峰商城(105国道),雄峰商城,BV11607755,113.296434,22.973597
雄峰商城总站,雄峰商城总,雄峰商城总站,BV10019834,113.296434,22.973597
雄狮东路,雄狮东路,雄狮东路,BV10019403,113.158141,23.461821
雄狮中路,雄狮中路,雄狮中路,BV10475305,113.151938,23.463643
雄狮西路,雄狮西路,雄狮西路,BV10917510,113.142032,23.461327
雅宝新城,雅宝新城,雅宝新城站,BV11689390,113.184252,23.426709
雅居乐,雅居乐#1,雅居乐,BV11475093,113.380566,23.027459
雅居乐,雅居乐#2,雅居乐,BV09117689,113.195915,23.098117
雅居乐(凤凰路),雅居乐(凤凰路),雅居乐(凤凰路),BV10432255,113.228218,23.401663
雅居乐(城南源著)总站,雅居乐(城南源著)总,雅居乐(城南源著)总站,BV10581069,113.358169,22.909879
雅居乐·雍景豪园,雅居乐·雍景豪园,雅居乐·雍景豪园,BV09314048,113.195915,23.098117
雅居乐三千院,雅居乐三千院,雅居乐三千院,BV11363547,113.790762,23.305124
雅居乐总站,雅居乐总#1,雅居乐总站,BV10562521,113.380697,23.027483
雅居乐总站,雅居乐总#2,雅居乐总站,BV11384377,113.358306,22.909679
雅居乐花园,雅居乐花园,雅居乐花园,BV10254206,113.252881,22.820905
雅居乐花园A,雅居乐花园A,雅居乐花园A,BV11465988,113.252955,22.820813
雅居乐锦城花园,雅居乐锦城花园,雅居乐锦城花园,BV11688159,113.185309,23.418454
雅居乐锦官城,雅居乐锦官城,雅居乐锦官城,BV10023343,113.347123,22.919081
雅居蓝湾,雅居蓝湾,雅居蓝湾站,BV11371468,113.189369,23.099917
雅山村口,雅山村口,雅山村口,BV09237169,113.773119,23.173673
雅源南路,雅源南路,雅源南路,BV09141656,113.218409,23.357546
雅瑶中学,雅瑶中学,雅瑶中学,BV09398489,113.22635,23.368629
雅瑶公交总站,雅瑶公交总,雅瑶公交总站,BV11214875,113.213495,23.361557
雅瑶医院,雅瑶医院,雅瑶医院站,BV09412766,113.211826,23.364753
雅瑶小学,雅瑶小学,雅瑶小学,BV11401642,113.221999,23.366389
雅瑶市场,雅瑶市场,雅瑶市场,BV09001437,113.210698,23.36809
雅瑶幼儿园,雅瑶幼儿园,雅瑶幼儿园,BV10816432,113.21587,23.363866
雅瑶环卫站,雅瑶环卫,雅瑶环卫站,BV11313309,113.213784,23.358291
雅神路口,雅神路口,雅神路口,BV09141657,113.21522,23.358977
雅致,雅致,雅致,BV10266786,113.54484,23.071074
雅荷居,雅荷居,雅荷居,BV09005809,113.343976,22.911308
集安街,集安街,集安街,BV11621778,113.294852,23.230685
集成电路产业园,集成电路产业园,集成电路产业园,BV09099106,113.57759,22.682978
集星路口,集星路口,集星路口,BV11488539,113.536537,23.414653
集贤庄,集贤庄,集贤庄,BV10019447,113.296924,23.23388
集贤村,集贤村,集贤村,BV10471825,113.245311,23.497612
集贤苑教师新村,集贤苑教师新村,集贤苑教师新村,BV11482216,113.29494,23.237207
集贤苑教师新村总站,集贤苑教师新村总,集贤苑教师新村总站,BV10016195,113.291818,23.239051
集贤苑路口,集贤苑路口,集贤苑路口,BV10014208,113.298742,23.237781
集邦货运市场,集邦货运市场,集邦货运市场,BV10020947,113.641076,23.135639
雍富酒店站,雍富酒店,雍富酒店站,BV09243514,113.399375,22.804009
雕塑公园,雕塑公园,雕塑公园,BV11554813,113.266385,23.157431
雕塑公园,雕塑公园,雕塑公园1,BV09317749,113.266385,23.157431
雨洪公交总站,雨洪公交总,雨洪公交总站,BV11679651,113.507937,22.76819
霞迳村,霞迳村,霞迳村,BV10847819,113.627141,23.317777
青云公园,青云公园,青云公园,BV10017869,113.5797,23.54719
青云城内路口,青云城内路口,青云城内路口,BV11290414,113.580261,23.550256
青少宫,青少宫,青少宫,BV09154563,113.213686,23.417061
青年农场,青年农场,青年农场,BV10378294,113.48122,23.406164
青年路东,青年路东,青年路东,BV10022126,113.526998,23.067538
青年路中,青年路中,青年路中站,BV09400276,113.524217,23.06822
青年路西,青年路西,青年路西,BV10022159,113.521738,23.067853
青萝路口,青萝路口,青萝路口,BV09345563,113.336277,22.915528
青迳村,青迳村,青迳村,BV11119633,113.711822,23.434014
靖海路口,靖海路口,靖海路口,BV11688522,113.2572,23.11439
面带路口,面带路口,面带路口,BV11595179,113.568492,23.438737
革新路,革新路,革新路站,BV11317287,113.249734,23.088887
革新路口,革新路口,革新路口,BV09006413,113.248744,23.099733
革新路口,革新路口,革新路口1,BV09314790,113.248661,23.100255
革新路总站,革新路总,革新路总站,BV10014587,113.250086,23.087542
韦海路,韦海路,韦海路,BV11452513,113.271692,22.987333
韦海路(中建四局),韦海路(中建四局),韦海路(中建四局),BV09066648,113.274221,22.988957
韦涌村,韦涌村,韦涌村,BV10023027,113.256692,22.979526
韩村桥头,韩村桥头,韩村桥头,BV11312086,113.746435,23.394198
顺峰山公园,顺峰山公园,顺峰山公园,BV11141182,113.271223,22.830701
顺德一中高中部,顺德一中高中部,顺德一中高中部,BV10253569,113.286797,22.830924
顺德区政府,顺德区政府,顺德区政府站,BV09358020,113.28778,22.806155
顺德区税务局,顺德区税务局,顺德区税务局,BV11110927,113.298847,22.802409
顺德学院地铁站,顺德学院地铁,顺德学院地铁站,BV09079032,113.311483,22.820894
顺德客运总站,顺德客运总,顺德客运总站,BV10253171,113.245652,22.820976
顺德客运总站上客点,顺德客运总站上客点,顺德客运总站上客点,BV11379870,113.245326,22.82184
顺德职院站,顺德职院,顺德职院站,BV11419905,113.325077,22.808899
顺成·大融城北门,顺成·大融城北门,顺成·大融城北门,BV11319046,113.267525,22.830639
顺昌路,顺昌路,顺昌路,BV11647306,113.34181,22.815077
顺欣花园,顺欣花园,顺欣花园,BV11689662,113.616382,23.147713
顺河村委站,顺河村委,顺河村委站,BV10641088,113.379598,22.825216
顺河村站,顺河村,顺河村站,BV10014923,113.387242,22.835879
顺河村路口站,顺河村路口,顺河村路口站,BV10405448,113.392838,22.820085
顺河路口,顺河路口,顺河路口站,BV10014969,113.3695,22.838266
顺龙厂,顺龙厂,顺龙厂站,BV11688086,113.582101,23.181353
领地海纳天河,领地海纳天河,领地海纳天河,BV10394372,113.181481,23.090612
颐养院,颐养院#1,颐养院,BV11435998,113.367014,22.945881
颐养院,颐养院#2,颐养院,BV11435997,113.180553,23.386784
颐和山庄,颐和山庄,颐和山庄,BV10021221,113.306997,23.218912
颐和盛世总站,颐和盛世总,颐和盛世总站,BV11692326,113.074913,23.241696
颜峰,颜峰,颜峰,BV10252241,113.076727,23.128137
风信路,风信路,风信路,BV11668244,113.421341,23.174407
风味园,风味园,风味园,BV11451058,113.646237,23.315044
风度路,风度路,风度路,BV11481837,113.230499,23.20391
风度路口,风度路口,风度路口,BV10013777,113.232439,23.201857
风正街,风正街,风正街,BV11297644,113.267133,23.201876
风神六号门口,风神六号门口,风神六号门口,BV10706157,113.157824,23.393239
风神厂,风神厂,风神厂,BV09177573,113.162185,23.381813
风神厂东门,风神厂东门,风神厂东门,BV10015579,113.167202,23.387039
风神花园,风神花园,风神花园,BV09375677,113.150225,23.381104
风茂街,风茂街,风茂街,BV10330870,113.37816,23.064662
飘峰,飘峰,飘峰,BV10021894,113.30082,23.004242
飞扬西路,飞扬西路,飞扬西路,BV11504273,113.795702,23.300982
飞旋公司,飞旋公司,飞旋公司,BV11246406,113.093148,23.383652
飞粤大道中(九一村东),飞粤大道中(九一村东),飞粤大道中,BV09120470,113.308784,23.431833
飞粤大道中(九一村东),飞粤大道中(九一村东),飞粤大道中(九一村东),BV11682467,113.308784,23.431833
飞粤大道中(九一村西),飞粤大道中(九一村西),飞粤大道中(九一村西),BV11371156,113.308272,23.432134
飞粤大道北(三凤村),飞粤大道北(三凤村),飞粤大道北,BV11186405,113.309625,23.435855
飞粤大道北(三凤村),飞粤大道北(三凤村),飞粤大道北(三凤村),BV11544667,113.30926,23.435946
飞粤大道南,飞粤大道南,飞粤大道南,BV11568715,113.307455,23.426713
飞达音响厂,飞达音响厂,飞达音响厂,BV10018685,113.112739,23.357251
飞马,飞马,飞马,BV10255258,112.920825,23.266822
飞鹅,飞鹅,飞鹅,BV10977096,113.511212,23.425586
飞鹅墓园,飞鹅墓园,飞鹅墓园,BV10253173,113.235791,22.81659
飞鹅小学,飞鹅小学,飞鹅小学,BV11115192,113.521985,23.419802
飞鹅岭地铁口,飞鹅岭地铁口,飞鹅岭地铁口,BV11025103,113.150842,23.380187
飞鹅岭地铁口总站,飞鹅岭地铁口总,飞鹅岭地铁口总站,BV11507966,113.150842,23.380187
飞鹅岭地铁总站,飞鹅岭地铁总,飞鹅岭地铁总站,BV11552459,113.150668,23.380123
飞鹅村,飞鹅村,飞鹅村站,BV11482320,113.411866,23.307426
飞鹅路,飞鹅路#1,飞鹅路,BV11299096,113.234733,22.813478
飞鹅路,飞鹅路#2,飞鹅路,BV10022201,113.261447,23.153822
飞鹰厂,飞鹰厂,飞鹰厂站,BV10014977,113.33185,22.836982
食品集团,食品集团,食品集团,BV10023199,113.363725,22.95008
饮食风情街,饮食风情街,饮食风情街,BV11591115,113.233975,23.407324
香凝学校,香凝学校,香凝学校,BV11651648,113.213128,23.056328
香山大道,香山大道,香山大道,BV11379180,113.618245,23.185989
香山大道中,香山大道中,香山大道中,BV09236549,113.618444,23.179831
香山大道南,香山大道南,香山大道南,BV09169183,113.624888,23.152283
香山湖,香山湖,香山湖,BV11141640,113.606489,23.230771
香山湖总站,香山湖总,香山湖总站,BV09237673,113.608967,23.22035
香山湖路口,香山湖路口,香山湖路口,BV11472539,113.603106,23.233846
香山路,香山路,香山路,BV10015241,113.438236,23.183461
香山路中,香山路中,香山路中,BV10015243,113.435033,23.181781
香山路南,香山路南,香山路南,BV10015244,113.432507,23.175496
香景花园,香景花园,香景花园,BV11472537,113.611792,23.229371
香江悦府,香江悦府,香江悦府站,BV11621188,113.714612,23.276396
香江野生动物世界总站,香江野生动物世界总,香江野生动物世界总站,BV10022292,113.305789,23.01433
香港科技大学(广州)站,香港科技大学(广州),香港科技大学(广州)站,BV09037935,113.478282,22.887715
香草世界,香草世界,香草世界,BV10467865,113.256013,23.461735
香荔二路,香荔二路,香荔二路,BV10521775,113.566806,23.19597
香荔路,香荔路,香荔路,BV11484695,113.569638,23.199865
香荔路北,香荔路北,香荔路北,BV11484697,113.572667,23.205035
香蜜路中,香蜜路中,香蜜路中,BV09237674,113.611523,23.221914
香雪二路,香雪二路,香雪二路,BV10019468,113.472626,23.178547
香雪八路中站,香雪八路中,香雪八路中站,BV10846989,113.489406,23.183225
香雪八路南,香雪八路南,香雪八路南站,BV09244441,113.489833,23.179751
香雪公寓(广州国际人才城),香雪公寓(广州国际人才城),香雪公寓,BV10013981,113.492834,23.178757
香雪公寓(广州国际人才城),香雪公寓(广州国际人才城),香雪公寓(广州国际人才城),BV09315293,113.492855,23.178758
香雪大道(下中路口),香雪大道(下中路口),香雪大道(下中路口)站,BV11488674,113.501445,23.179885
香雪大道图书馆北门,香雪大道图书馆北门,香雪大道图书馆北门站,BV11488681,113.495791,23.178684
香雪山南,香雪山南,香雪山南,BV10019467,113.47131,23.177267
马修村,马修村,马修村,BV10015438,113.777063,23.183569
马修谢屋村,马修谢屋村,马修谢屋村,BV10538189,113.773057,23.18767
马克村总站,马克村总,马克村总站,BV11403454,113.430213,22.84129
马克村站,马克村,马克村站,BV11424359,113.430807,22.841907
马克路口站,马克路口,马克路口站,BV10020672,113.442333,22.848332
马克路站,马克路,马克路站,BV10015043,113.441609,22.847285
马兰形,马兰形,马兰形,BV11333205,113.487842,23.375386
马前村口站,马前村口,马前村口站,BV10405458,113.377752,22.782449
马前村站,马前村,马前村站,BV10019743,113.373731,22.781149
马务,马务,马务,BV11688360,113.253699,23.206644
马务,马务,马务2,BV09226099,113.253699,23.206644
马务大街,马务大街,马务大街,BV11682560,113.252718,23.20863
马务联和西街,马务联和西街,马务联和西街,BV11682556,113.252729,23.210485
马口圳,马口圳,马口圳,BV11315194,113.810206,23.519522
马场路中,马场路中,马场路中,BV09355197,113.337843,23.121293
马场路南,马场路南,马场路南,BV10021441,113.337964,23.117669
马场路口,马场路口,马场路口,BV10813008,113.708251,23.697567
马坑社,马坑社,马坑社,BV11028712,113.410276,23.684064
马山,马山,马山站,BV10975804,113.619656,23.17492
马山宿舍,马山宿舍,马山宿舍,BV11455322,113.628134,23.173406
马岗岭街口,马岗岭街口,马岗岭街口,BV11662482,113.248608,23.267961
马岭村委,马岭村委,马岭村委,BV11379200,113.10863,23.456174
马岭路口,马岭路口#1,马岭路口,BV11689384,113.415193,23.631732
马岭路口,马岭路口#2,马岭路口站,BV09322922,113.103114,23.461091
马庄村,马庄村,马庄村,BV11133003,113.34696,22.979799
马房三街,马房三街,马房三街,BV09407401,113.197811,23.386724
马新路(广新路口),马新路(广新路口),马新路(广新路口),BV11655611,113.453391,23.362785
马村,马村,马村,BV10587233,113.792691,23.479593
马沥村,马沥村,马沥村,BV10021291,113.435867,23.387098
马洞小学,马洞小学,马洞小学,BV09208064,113.447222,23.366
马洞广新路东,马洞广新路东,马洞广新路东,BV11469406,113.46307,23.356839
马洞广新路中,马洞广新路中,马洞广新路中,BV11469407,113.455579,23.362218
